country_code,region_code,region,year,ncd_probability_30_70,ncd_probability_low,ncd_probability_high,data_quality_note,ncd_mortality_rate,ncd_mortality_rate_low,ncd_mortality_rate_high
KIR,WPR,Western Pacific,2016,41.6,28.0,55.4,,1049.8515625,569.379577637,1592.337524414
KIR,WPR,Western Pacific,2017,41.2,27.8,55.2,,1039.99987793,559.272644043,1564.257446289
KIR,WPR,Western Pacific,2018,40.7,27.5,54.9,,1026.114746094,546.986206055,1529.95715332
KIR,WPR,Western Pacific,2019,40.6,27.6,55.1,,1031.967285156,546.047668457,1532.447875977
KIR,WPR,Western Pacific,2020,42.5,28.9,57.3,,1066.237915039,568.159362793,1586.863891602
KIR,WPR,Western Pacific,2021,44.1,30.0,59.0,,1099.60144043,592.984985352,1650.451171875
KOR,WPR,Western Pacific,2000,16.9,12.8,21.5,,521.670166016,367.973022461,726.319885254
KOR,WPR,Western Pacific,2001,16.2,12.3,20.6,,493.697845459,348.027648926,688.23236084
KOR,WPR,Western Pacific,2002,15.9,12.0,20.2,,483.329040527,341.442047119,675.69317627
KOR,WPR,Western Pacific,2003,15.1,11.5,19.3,,454.025726318,320.632995605,636.590515137
KOR,WPR,Western Pacific,2004,14.6,11.1,18.7,,436.10369873,307.280059814,612.285583496
KOR,WPR,Western Pacific,2005,13.8,10.5,17.7,,414.342254639,290.375457764,583.131103516
KOR,WPR,Western Pacific,2006,13.1,9.9,16.8,,393.224182129,274.484893799,555.904663086
KOR,WPR,Western Pacific,2007,12.5,9.5,16.1,,376.660980225,261.669036865,535.311584473
KOR,WPR,Western Pacific,2008,11.9,8.9,15.3,,354.442687988,244.542373657,505.141967773
KOR,WPR,Western Pacific,2009,11.3,8.5,14.6,,331.868560791,227.161621094,473.757995605
KOR,WPR,Western Pacific,2010,10.9,8.2,14.2,,325.954803467,221.797271729,466.450286865
KOR,WPR,Western Pacific,2011,10.3,7.7,13.4,,311.536102295,210.66859436,446.34854126
KOR,WPR,Western Pacific,2012,9.8,7.3,12.8,,308.099060059,206.82409668,442.356628418
KOR,WPR,Western Pacific,2013,9.2,6.8,12.1,,290.890289307,193.983001709,419.203277588
KOR,WPR,Western Pacific,2014,8.9,6.5,11.7,,277.446929932,183.421783447,402.080688477
KOR,WPR,Western Pacific,2015,8.4,6.1,11.2,,268.864593506,176.207229614,392.248657227
KOR,WPR,Western Pacific,2016,8.2,5.9,10.9,,258.266540527,168.155502319,378.687042236
KOR,WPR,Western Pacific,2017,7.7,5.5,10.3,,247.532394409,159.397354126,365.636566162
KOR,WPR,Western Pacific,2018,7.5,5.3,10.1,,241.234146118,153.96572876,359.093994141
KOR,WPR,Western Pacific,2019,7.3,5.1,9.9,,228.571563721,144.236801147,343.368103027
KOR,WPR,Western Pacific,2020,7.0,4.9,9.7,,226.245559692,140.60093689,342.936920166
KOR,WPR,Western Pacific,2021,6.9,4.7,9.6,,223.239151001,138.152404785,339.588897705
KWT,EMR,Eastern Mediterranean,2000,17.4,15.1,19.8,,441.912506104,351.992767334,561.29095459
KWT,EMR,Eastern Mediterranean,2001,14.6,12.6,16.7,,392.753936768,307.572479248,502.460327148
KWT,EMR,Eastern Mediterranean,2002,15.8,13.7,18.0,,416.71005249,328.283294678,526.558959961
KWT,EMR,Eastern Mediterranean,2003,14.8,12.8,16.9,,393.951599121,308.250854492,496.236175537
KWT,EMR,Eastern Mediterranean,2004,15.2,13.2,17.2,,403.161346436,315.270477295,504.541412354
KWT,EMR,Eastern Mediterranean,2005,15.7,13.6,17.8,,408.868591309,319.600921631,507.248596191
KWT,EMR,Eastern Mediterranean,2006,15.6,13.6,17.7,,405.282592773,316.058959961,498.215637207
KWT,EMR,Eastern Mediterranean,2007,15.0,13.0,17.1,,388.084625244,300.207000732,476.944122314
KWT,EMR,Eastern Mediterranean,2008,16.3,14.3,18.6,,421.5574646,328.228027344,513.807861328
KWT,EMR,Eastern Mediterranean,2009,14.8,12.9,16.8,,384.36541748,296.82522583,471.047393799
KWT,EMR,Eastern Mediterranean,2010,13.1,11.3,15.0,,343.704223633,262.73727417,425.692138672
KWT,EMR,Eastern Mediterranean,2011,11.7,10.1,13.5,,312.011169434,236.405593872,389.613220215
KWT,EMR,Eastern Mediterranean,2012,11.8,10.4,13.8,,314.432373047,239.699966431,393.433990479
KWT,EMR,Eastern Mediterranean,2013,11.1,10.0,13.2,,301.2159729,230.16847229,378.705657959
KWT,EMR,Eastern Mediterranean,2014,10.8,9.6,12.7,,293.686828613,219.971939087,364.796478271
KWT,EMR,Eastern Mediterranean,2015,11.5,10.2,13.4,,305.042938232,228.343093872,373.41595459
KWT,EMR,Eastern Mediterranean,2016,10.5,9.2,12.2,,278.346710205,205.270904541,338.782653809
KWT,EMR,Eastern Mediterranean,2017,10.5,9.1,11.9,,278.045440674,203.180023193,334.429870605
KWT,EMR,Eastern Mediterranean,2018,9.9,8.5,11.3,,269.635650635,197.010223389,326.608947754
KWT,EMR,Eastern Mediterranean,2019,10.1,8.7,11.5,,281.830383301,208.209899902,345.254394531
KWT,EMR,Eastern Mediterranean,2020,11.0,9.3,12.9,"For this geography and year, some non-communicable disease deaths may be included in a separate category called ""other pandemic-related mortality"" due to lack of vital registration data. Estimates of this indicator for 2020 and 2021 may be underestimated, and need to be interpreted with caution.",317.011322021,230.972763062,397.088256836
KWT,EMR,Eastern Mediterranean,2021,9.3,6.9,11.5,"For this geography and year, some non-communicable disease deaths may be included in a separate category called ""other pandemic-related mortality"" due to lack of vital registration data. Estimates of this indicator for 2020 and 2021 may be underestimated, and need to be interpreted with caution.",301.809814453,239.826568604,478.286224365
LAO,WPR,Western Pacific,2000,34.3,21.7,47.9,,865.55279541,538.812561035,1557.972290039
LAO,WPR,Western Pacific,2001,34.0,21.7,47.5,,861.981994629,558.947753906,1606.499633789
LAO,WPR,Western Pacific,2002,33.2,21.2,46.4,,843.26171875,569.204528809,1633.36730957
LAO,WPR,Western Pacific,2003,32.5,20.7,45.5,,824.292602539,578.909240723,1654.270141602
LAO,WPR,Western Pacific,2004,32.1,20.5,44.8,,814.608154297,593.755554199,1695.292114258
LAO,WPR,Western Pacific,2005,31.8,20.4,44.5,,810.980651855,593.946716309,1690.047851563
LAO,WPR,Western Pacific,2006,31.4,20.1,43.8,,796.829589844,559.359558105,1580.487182617
LAO,WPR,Western Pacific,2007,30.7,19.7,43.0,,775.474182129,518.077575684,1449.773071289
LAO,WPR,Western Pacific,2008,30.4,19.6,42.6,,771.19128418,494.303619385,1376.862060547
LAO,WPR,Western Pacific,2009,29.8,19.2,41.9,,755.136901855,471.620422363,1306.310791016
LAO,WPR,Western Pacific,2010,29.2,18.9,41.1,,742.767333984,454.424743652,1255.398071289
LAO,WPR,Western Pacific,2011,28.6,18.5,40.4,,730.975219727,440.421905518,1216.182861328
LAO,WPR,Western Pacific,2012,28.2,18.2,39.9,,724.022033691,431.925964355,1188.934204102
LAO,WPR,Western Pacific,2013,28.0,18.1,39.5,,722.520019531,429.02230835,1172.598999023
LAO,WPR,Western Pacific,2014,27.9,18.1,39.5,,725.704650879,428.30291748,1170.15625
LAO,WPR,Western Pacific,2015,27.6,17.9,39.1,,721.266235352,425.226257324,1157.670043945
LAO,WPR,Western Pacific,2016,27.4,17.9,38.8,,714.981384277,423.7784729,1143.825439453
LAO,WPR,Western Pacific,2017,27.2,17.7,38.7,,709.449401855,421.711334229,1134.075439453
LAO,WPR,Western Pacific,2018,27.2,17.7,38.7,,707.877319336,422.896911621,1129.819580078
LAO,WPR,Western Pacific,2019,27.1,17.6,38.6,,704.548217773,421.795410156,1124.944580078
LAO,WPR,Western Pacific,2020,28.1,18.4,39.9,"For this geography and year, some non-communicable disease deaths may be included in a separate category called ""other pandemic-related mortality"" due to lack of vital registration data. Estimates of this indicator for 2020 and 2021 may be underestimated, and need to be interpreted with caution.",729.085510254,440.001586914,1168.479370117
LAO,WPR,Western Pacific,2021,26.5,17.2,38.0,"For this geography and year, some non-communicable disease deaths may be included in a separate category called ""other pandemic-related mortality"" due to lack of vital registration data. Estimates of this indicator for 2020 and 2021 may be underestimated, and need to be interpreted with caution.",687.095458984,414.488189697,1107.647827148
LBN,EMR,Eastern Mediterranean,2000,17.2,12.0,23.7,,502.745910645,321.232788086,769.869445801
LBN,EMR,Eastern Mediterranean,2001,16.4,11.5,22.7,,486.694610596,310.663299561,746.173828125
LBN,EMR,Eastern Mediterranean,2002,15.6,10.9,21.6,,467.811126709,296.802734375,720.723144531
LBN,EMR,Eastern Mediterranean,2003,15.1,10.6,20.9,,455.708435059,288.410736084,704.198791504
LBN,EMR,Eastern Mediterranean,2004,14.7,10.3,20.2,,444.822753906,282.325805664,686.715026855
LBN,EMR,Eastern Mediterranean,2005,14.7,10.3,20.1,,442.415374756,281.245574951,681.730712891
LBN,EMR,Eastern Mediterranean,2006,14.5,10.2,19.8,,435.59286499,278.057647705,670.350402832
LBN,EMR,Eastern Mediterranean,2007,14.4,10.2,19.7,,433.226623535,277.744506836,666.146728516
LBN,EMR,Eastern Mediterranean,2008,14.4,10.2,19.7,,430.191589355,276.990112305,660.673706055
LBN,EMR,Eastern Mediterranean,2009,14.3,10.1,19.4,,424.324035645,274.921783447,650.53729248
LBN,EMR,Eastern Mediterranean,2010,14.1,10.0,19.2,,417.958251953,271.940917969,640.604064941
LBN,EMR,Eastern Mediterranean,2011,14.2,10.1,19.3,,420.889801025,275.281158447,643.483093262
LBN,EMR,Eastern Mediterranean,2012,14.2,10.0,19.3,,418.006469727,274.189300537,639.153015137
LBN,EMR,Eastern Mediterranean,2013,14.2,10.0,19.3,,414.555786133,272.583496094,634.28692627
LBN,EMR,Eastern Mediterranean,2014,13.9,9.8,19.0,,407.199188232,268.098693848,624.896911621
LBN,EMR,Eastern Mediterranean,2015,13.6,9.6,18.6,,398.941589355,262.629699707,613.159118652
LBN,EMR,Eastern Mediterranean,2016,12.9,9.1,17.7,,384.737487793,252.665634155,593.34375
LBN,EMR,Eastern Mediterranean,2017,12.5,8.7,17.1,,374.823242188,245.613739014,580.510375977
LBN,EMR,Eastern Mediterranean,2018,12.1,8.3,16.6,,365.503814697,239.024337769,569.787475586
LBN,EMR,Eastern Mediterranean,2019,12.1,8.3,16.7,,366.422210693,238.00680542,575.140625
LBN,EMR,Eastern Mediterranean,2020,12.7,8.6,17.6,"For this geography and year, some non-communicable disease deaths may be included in a separate category called ""other pandemic-related mortality"" due to lack of vital registration data. Estimates of this indicator for 2020 and 2021 may be underestimated, and need to be interpreted with caution.",367.277923584,234.857818604,575.615905762
LBN,EMR,Eastern Mediterranean,2021,11.9,7.9,16.6,"For this geography and year, some non-communicable disease deaths may be included in a separate category called ""other pandemic-related mortality"" due to lack of vital registration data. Estimates of this indicator for 2020 and 2021 may be underestimated, and need to be interpreted with caution.",362.614624023,227.516479492,567.702026367
LBR,AFR,Africa,2000,23.1,14.9,35.7,,608.500427246,342.135894775,1004.651123047
LBR,AFR,Africa,2001,22.6,14.6,35.0,,593.234680176,336.158081055,981.774230957
LBR,AFR,Africa,2002,23.2,15.1,35.9,,613.651794434,350.378479004,1018.418273926
LBR,AFR,Africa,2003,22.1,14.3,34.3,,579.720458984,333.024139404,966.477478027
LBR,AFR,Africa,2004,23.0,14.9,35.6,,608.508911133,350.3409729,1021.552978516
LBR,AFR,Africa,2005,22.0,14.2,34.3,,582.608703613,335.128967285,984.117858887
LBR,AFR,Africa,2006,22.2,14.2,34.6,,589.313659668,341.313537598,999.3515625
LBR,AFR,Africa,2007,22.1,14.1,34.2,,584.632995605,339.663757324,995.913574219
LBR,AFR,Africa,2008,22.1,14.0,34.3,,588.582580566,341.316070557,1008.825378418
LBR,AFR,Africa,2009,23.0,14.5,35.3,,609.498474121,353.791534424,1045.94140625
LBR,AFR,Africa,2010,23.6,14.8,35.9,,624.04083252,362.245666504,1072.414428711
LBR,AFR,Africa,2011,24.1,14.9,36.4,,643.601013184,372.959197998,1107.888427734
LBR,AFR,Africa,2012,23.7,14.5,35.7,,632.31817627,366.596801758,1092.589599609
LBR,AFR,Africa,2013,22.9,13.9,34.6,,610.249755859,353.929016113,1061.162353516
LBR,AFR,Africa,2014,22.6,13.4,33.9,,572.798339844,330.275177002,998.812988281
LBR,AFR,Africa,2015,22.7,13.3,34.0,,588.683288574,339.691101074,1032.166137695
LBR,AFR,Africa,2016,22.5,13.1,33.6,,591.229858398,341.216827393,1041.910400391
LBR,AFR,Africa,2017,22.4,12.9,33.4,,588.591308594,338.518310547,1041.413330078
LBR,AFR,Africa,2018,22.0,12.5,32.7,,580.710632324,334.120483398,1030.390136719
LBR,AFR,Africa,2019,22.0,12.4,32.6,,584.129943848,335.705169678,1038.281982422
LBR,AFR,Africa,2020,22.4,12.6,33.1,"For this geography and year, some non-communicable disease deaths may be included in a separate category called ""other pandemic-related mortality"" due to lack of vital registration data. Estimates of this indicator for 2020 and 2021 may be underestimated, and need to be interpreted with caution.",585.968261719,334.671478271,1040.035522461
LBR,AFR,Africa,2021,22.0,12.2,32.4,"For this geography and year, some non-communicable disease deaths may be included in a separate category called ""other pandemic-related mortality"" due to lack of vital registration data. Estimates of this indicator for 2020 and 2021 may be underestimated, and need to be interpreted with caution.",565.905883789,319.313598633,1001.735717773
LBY,EMR,Eastern Mediterranean,2000,20.0,13.3,26.2,,504.739257813,300.860198975,754.260986328
LBY,EMR,Eastern Mediterranean,2001,20.9,14.1,27.3,,531.581420898,319.691711426,789.129394531
LBY,EMR,Eastern Mediterranean,2002,21.2,14.3,27.8,,545.109313965,329.888702393,806.150024414
LBY,EMR,Eastern Mediterranean,2003,21.4,14.6,28.3,,549.522583008,333.810211182,812.837097168
LBY,EMR,Eastern Mediterranean,2004,20.9,14.3,27.7,,534.848449707,327.484191895,792.032043457
LBY,EMR,Eastern Mediterranean,2005,20.9,14.5,28.0,,538.424499512,331.100952148,798.602416992
LBY,EMR,Eastern Mediterranean,2006,20.1,13.9,27.0,,512.886352539,315.416870117,765.81451416
LBY,EMR,Eastern Mediterranean,2007,20.6,14.3,27.7,,527.407653809,324.396240234,788.570068359
LBY,EMR,Eastern Mediterranean,2008,20.7,14.3,27.9,,543.561157227,333.633453369,811.920043945
LBY,EMR,Eastern Mediterranean,2009,20.6,14.2,27.9,,555.553771973,340.964080811,832.898986816
LBY,EMR,Eastern Mediterranean,2010,20.0,13.7,27.4,,553.309387207,338.0206604,833.596618652
LBY,EMR,Eastern Mediterranean,2011,20.6,13.8,28.1,,573.498657227,344.653411865,865.418823242
LBY,EMR,Eastern Mediterranean,2012,19.5,12.8,26.5,,537.867126465,318.306304932,811.889465332
LBY,EMR,Eastern Mediterranean,2013,18.7,12.1,25.6,,520.718688965,305.674102783,789.523742676
LBY,EMR,Eastern Mediterranean,2014,19.9,12.7,27.2,,548.053894043,317.050384521,838.764465332
LBY,EMR,Eastern Mediterranean,2015,20.4,12.8,28.1,,551.724975586,314.860595703,854.351196289
LBY,EMR,Eastern Mediterranean,2016,20.9,13.0,28.9,,562.469848633,317.719268799,879.708618164
LBY,EMR,Eastern Mediterranean,2017,21.3,13.2,29.6,,574.665161133,321.14276123,904.906433105
LBY,EMR,Eastern Mediterranean,2018,21.4,13.1,29.8,,577.305358887,320.547424316,911.211547852
LBY,EMR,Eastern Mediterranean,2019,20.9,12.7,29.3,,564.645996094,311.177612305,895.332397461
LBY,EMR,Eastern Mediterranean,2020,20.7,12.5,29.1,"For this geography and year, some non-communicable disease deaths may be included in a separate category called ""other pandemic-related mortality"" due to lack of vital registration data. Estimates of this indicator for 2020 and 2021 may be underestimated, and need to be interpreted with caution.",561.057434082,309.188934326,894.498901367
LBY,EMR,Eastern Mediterranean,2021,19.8,11.8,28.0,"For this geography and year, some non-communicable disease deaths may be included in a separate category called ""other pandemic-related mortality"" due to lack of vital registration data. Estimates of this indicator for 2020 and 2021 may be underestimated, and need to be interpreted with caution.",531.015014648,291.1015625,850.479431152
LCA,AMR,Americas,2000,20.5,18.2,24.9,,587.553344727,517.791015625,781.608215332
LCA,AMR,Americas,2001,20.2,17.6,24.0,,582.927185059,510.1980896,769.472595215
LCA,AMR,Americas,2002,19.4,17.0,23.4,,567.393249512,501.173126221,755.160705566
LCA,AMR,Americas,2003,19.2,17.0,23.4,,560.006958008,497.268035889,750.563415527
LCA,AMR,Americas,2004,19.0,17.0,23.4,,542.305480957,482.462005615,730.886108398
LCA,AMR,Americas,2005,18.9,17.2,23.6,,530.37677002,471.430328369,716.829589844
LCA,AMR,Americas,2006,18.6,17.0,23.5,,519.769836426,460.472167969,704.855651855
LCA,AMR,Americas,2007,17.8,16.1,22.4,,487.76449585,428.106506348,663.627502441
LCA,AMR,Americas,2008,17.5,15.3,21.4,,482.969451904,416.415710449,652.276306152
LCA,AMR,Americas,2009,17.2,14.7,20.5,,460.709686279,393.595794678,613.115661621
LCA,AMR,Americas,2010,16.9,14.3,20.0,,445.366882324,375.993927002,588.877685547
LCA,AMR,Americas,2011,16.3,13.7,19.3,,426.590423584,359.282012939,566.234802246
LCA,AMR,Americas,2012,16.5,13.9,19.5,,434.06036377,365.229248047,577.702270508
LCA,AMR,Americas,2013,16.3,13.8,19.3,,437.578491211,369.508331299,581.979187012
LCA,AMR,Americas,2014,16.2,13.6,19.3,,435.447967529,363.164642334,580.606140137
LCA,AMR,Americas,2015,16.3,13.6,19.5,,439.770751953,362.046630859,584.98425293
LCA,AMR,Americas,2016,16.5,13.6,19.9,,452.38293457,369.114227295,602.135070801
LCA,AMR,Americas,2017,16.4,13.4,20.0,,454.225097656,366.898681641,606.476745605
LCA,AMR,Americas,2018,16.3,13.2,20.1,,454.497741699,363.486785889,610.305480957
LCA,AMR,Americas,2019,16.2,13.0,20.2,,457.610321045,361.6953125,618.641540527
LCA,AMR,Americas,2020,16.4,13.0,20.6,"For this geography and year, some non-communicable disease deaths may be included in a separate category called ""other pandemic-related mortality"" due to lack of vital registration data. Estimates of this indicator for 2020 and 2021 may be underestimated, and need to be interpreted with caution.",466.690124512,364.18862915,636.875549316
LCA,AMR,Americas,2021,15.5,12.0,19.8,"For this geography and year, some non-communicable disease deaths may be included in a separate category called ""other pandemic-related mortality"" due to lack of vital registration data. Estimates of this indicator for 2020 and 2021 may be underestimated, and need to be interpreted with caution.",466.605834961,359.141479492,647.293212891
LKA,SEAR,South-East Asia,2000,22.5,16.7,28.3,,606.537536621,503.236999512,997.909790039
LKA,SEAR,South-East Asia,2001,21.2,15.6,26.4,,573.77520752,465.563873291,919.613464355
LKA,SEAR,South-East Asia,2002,20.5,15.3,25.5,,563.089477539,453.161987305,883.454589844
LKA,SEAR,South-East Asia,2003,20.7,15.6,25.5,,569.84387207,456.755004883,875.117980957
LKA,SEAR,South-East Asia,2004,20.1,15.3,24.8,,559.797485352,446.77142334,847.23059082
LKA,SEAR,South-East Asia,2005,20.9,15.9,25.8,,578.649658203,455.608734131,866.308776855
LKA,SEAR,South-East Asia,2006,20.1,15.2,25.0,,575.734069824,451.255584717,859.323181152
LKA,SEAR,South-East Asia,2007,19.3,14.8,23.7,,560.725097656,441.735015869,822.553405762
LKA,SEAR,South-East Asia,2008,19.2,14.7,23.6,,560.586975098,438.346221924,813.867126465
LKA,SEAR,South-East Asia,2009,18.7,14.3,23.0,,549.415161133,424.328948975,790.38873291
LKA,SEAR,South-East Asia,2010,18.2,13.9,22.5,,526.108581543,400.800262451,748.450561523
LKA,SEAR,South-East Asia,2011,18.3,14.0,22.8,,531.366943359,397.862335205,745.965576172
LKA,SEAR,South-East Asia,2012,17.6,13.4,22.0,,517.483032227,382.082580566,720.494628906
LKA,SEAR,South-East Asia,2013,17.5,13.2,21.9,,519.022705078,377.369842529,713.572265625
LKA,SEAR,South-East Asia,2014,17.2,12.9,21.6,,510.105010986,363.245178223,694.280883789
LKA,SEAR,South-East Asia,2015,16.9,12.1,22.0,,501.493560791,341.090484619,691.481628418
LKA,SEAR,South-East Asia,2016,16.4,11.2,22.2,,482.61227417,313.286376953,680.986572266
LKA,SEAR,South-East Asia,2017,16.2,10.7,22.7,,474.952087402,298.939544678,686.132568359
LKA,SEAR,South-East Asia,2018,16.0,10.3,22.7,,464.80581665,287.378631592,681.961791992
LKA,SEAR,South-East Asia,2019,15.6,9.7,22.5,,448.195892334,270.550964355,665.405517578
LKA,SEAR,South-East Asia,2020,12.0,6.4,18.2,"For this geography and year, some non-communicable disease deaths may be included in a separate category called ""other pandemic-related mortality"" due to lack of vital registration data. Estimates of this indicator for 2020 and 2021 may be underestimated, and need to be interpreted with caution.",334.726867676,164.242950439,527.382446289
LKA,SEAR,South-East Asia,2021,13.9,7.7,20.8,"For this geography and year, some non-communicable disease deaths may be included in a separate category called ""other pandemic-related mortality"" due to lack of vital registration data. Estimates of this indicator for 2020 and 2021 may be underestimated, and need to be interpreted with caution.",405.383087158,223.745697021,619.378051758
LSO,AFR,Africa,2000,23.6,14.2,35.3,,689.333557129,373.287780762,1146.780395508
LSO,AFR,Africa,2001,22.7,13.7,34.0,,612.659973145,333.728302002,1014.830566406
LSO,AFR,Africa,2002,23.6,14.3,35.1,,654.592651367,357.839660645,1078.639892578
LSO,AFR,Africa,2003,25.6,15.4,38.0,,723.946716309,393.330047607,1191.210693359
LSO,AFR,Africa,2004,26.3,15.7,39.3,,732.921813965,395.794586182,1210.745727539
LSO,AFR,Africa,2005,28.9,17.2,42.7,,792.963989258,424.850402832,1306.377563477
LSO,AFR,Africa,2006,30.4,18.0,44.5,,840.758850098,446.959564209,1388.149658203
LSO,AFR,Africa,2007,31.2,18.7,46.1,,875.682556152,468.910675049,1455.395507813
LSO,AFR,Africa,2008,29.7,18.1,44.5,,817.157165527,443.24621582,1361.097412109
LSO,AFR,Africa,2009,29.2,18.0,44.2,,804.831665039,440.416046143,1348.090454102
LSO,AFR,Africa,2010,34.5,22.0,52.0,,963.849975586,531.239746094,1641.27355957
LSO,AFR,Africa,2011,35.2,22.9,53.7,,985.060180664,548.28704834,1698.305664063
LSO,AFR,Africa,2012,31.4,20.5,49.8,,885.782043457,496.657806396,1540.802490234
LSO,AFR,Africa,2013,33.3,22.0,53.0,,933.593811035,526.952392578,1650.426513672
LSO,AFR,Africa,2014,36.5,24.3,57.8,,1013.887390137,574.271118164,1826.641235352
LSO,AFR,Africa,2015,38.0,25.5,60.3,,1048.284545898,597.273010254,1916.369628906
LSO,AFR,Africa,2016,38.0,25.6,60.4,,1046.541259766,600.378601074,1929.600463867
LSO,AFR,Africa,2017,36.9,24.9,59.3,,1021.049682617,591.729614258,1895.25793457
LSO,AFR,Africa,2018,36.9,24.8,59.5,,1024.651977539,595.713012695,1918.759643555
LSO,AFR,Africa,2019,36.9,24.8,59.8,,1026.56628418,598.756530762,1938.636230469
LSO,AFR,Africa,2020,37.5,25.3,60.6,"For this geography and year, some non-communicable disease deaths may be included in a separate category called ""other pandemic-related mortality"" due to lack of vital registration data. Estimates of this indicator for 2020 and 2021 may be underestimated, and need to be interpreted with caution.",1012.636962891,592.295715332,1931.317504883
LSO,AFR,Africa,2021,36.3,24.4,59.1,"For this geography and year, some non-communicable disease deaths may be included in a separate category called ""other pandemic-related mortality"" due to lack of vital registration data. Estimates of this indicator for 2020 and 2021 may be underestimated, and need to be interpreted with caution.",934.700561523,545.643493652,1797.283691406
LTU,EUR,Europe,2000,24.2,22.1,27.9,,636.604553223,562.187988281,783.601745605
LTU,EUR,Europe,2001,24.5,22.4,28.2,,659.271118164,582.801818848,810.839111328
LTU,EUR,Europe,2002,24.6,22.4,28.2,,656.867858887,578.209716797,806.729797363
LTU,EUR,Europe,2003,24.5,22.3,28.0,,647.556213379,569.792419434,795.514648438
LTU,EUR,Europe,2004,24.9,22.6,28.4,,647.205749512,567.346313477,795.055053711
LTU,EUR,Europe,2005,25.8,23.5,29.3,,672.959289551,590.382507324,825.114685059
LTU,EUR,Europe,2006,26.5,24.2,30.2,,691.155090332,603.363464355,845.987915039
LTU,EUR,Europe,2007,26.7,24.3,30.4,,700.165222168,606.883789063,856.189331055
LTU,EUR,Europe,2008,25.2,23.0,28.9,,660.494567871,570.251159668,806.152587891
LTU,EUR,Europe,2009,24.4,22.2,28.1,,621.453796387,534.998535156,759.870239258
LTU,EUR,Europe,2010,23.7,21.6,27.3,,617.565307617,532.58026123,757.341552734
LTU,EUR,Europe,2011,23.7,21.6,27.4,,597.104003906,515.957092285,735.077453613
LTU,EUR,Europe,2012,22.9,20.9,26.6,,583.095031738,503.057769775,720.624084473
LTU,EUR,Europe,2013,22.2,20.2,25.8,,578.242736816,498.259735107,716.795410156
LTU,EUR,Europe,2014,21.4,19.3,24.8,,556.825012207,477.650939941,691.908081055
LTU,EUR,Europe,2015,22.2,19.9,25.7,,572.937988281,492.502990723,713.039001465
LTU,EUR,Europe,2016,21.4,19.1,24.8,,557.652770996,479.434295654,697.174194336
LTU,EUR,Europe,2017,19.9,17.6,23.0,,535.513305664,458.33114624,673.33807373
LTU,EUR,Europe,2018,19.9,17.5,23.0,,524.27130127,447.497650146,662.206420898
LTU,EUR,Europe,2019,19.8,17.4,23.0,,506.315826416,428.873352051,640.670043945
LTU,EUR,Europe,2020,20.7,17.8,24.2,,546.937744141,453.345825195,699.390563965
LTU,EUR,Europe,2021,19.8,16.5,23.6,,534.463623047,429.893737793,691.491882324
LUX,EUR,Europe,2000,15.0,12.9,17.2,,434.728881836,349.771057129,526.172668457
LUX,EUR,Europe,2001,14.7,12.7,17.0,,425.778167725,342.419921875,515.920654297
LUX,EUR,Europe,2002,14.2,12.2,16.4,,415.741699219,334.346252441,504.228210449
LUX,EUR,Europe,2003,13.8,11.9,16.0,,407.007629395,326.829345703,493.069763184
LUX,EUR,Europe,2004,13.6,11.7,15.7,,403.901824951,323.553497314,489.733612061
LUX,EUR,Europe,2005,13.3,11.4,15.3,,392.93939209,314.163635254,477.933441162
LUX,EUR,Europe,2006,12.7,10.9,14.6,,379.767669678,303.017272949,463.638793945
LUX,EUR,Europe,2007,12.1,10.4,14.0,,367.081573486,292.332244873,450.690307617
LUX,EUR,Europe,2008,11.9,10.2,13.8,,358.192138672,285.326324463,441.118591309
LUX,EUR,Europe,2009,11.6,9.9,13.5,,342.52722168,272.661102295,422.415771484
LUX,EUR,Europe,2010,11.5,9.8,13.4,,336.175170898,266.532043457,416.210296631
LUX,EUR,Europe,2011,11.1,9.4,12.9,,328.875976563,260.240112305,407.850250244
LUX,EUR,Europe,2012,10.6,9.0,12.4,,324.794586182,256.491699219,404.264587402
LUX,EUR,Europe,2013,10.2,8.7,12.0,,316.662689209,250.115249634,395.488067627
LUX,EUR,Europe,2014,9.9,8.4,11.6,,306.088653564,242.1381073,383.444885254
LUX,EUR,Europe,2015,9.6,8.1,11.3,,301.937072754,238.439208984,379.955932617
LUX,EUR,Europe,2016,9.3,7.9,10.9,,297.222106934,234.270248413,373.868499756
LUX,EUR,Europe,2017,9.2,7.8,10.8,,293.583984375,230.502456665,370.130462646
LUX,EUR,Europe,2018,8.9,7.5,10.5,,288.48916626,225.38923645,365.344482422
LUX,EUR,Europe,2019,8.6,7.2,10.1,,288.628112793,224.447052002,367.581817627
LUX,EUR,Europe,2020,8.1,6.7,9.6,,258.34777832,198.895446777,331.125335693
LUX,EUR,Europe,2021,7.8,6.5,9.3,,263.710601807,202.257781982,341.305175781
LVA,EUR,Europe,2000,28.0,25.2,31.5,,726.200622559,631.354431152,872.256835938
LVA,EUR,Europe,2001,29.1,26.4,32.9,,752.750915527,656.907104492,906.214538574
LVA,EUR,Europe,2002,29.0,26.3,32.7,,737.260192871,643.601623535,890.971374512
LVA,EUR,Europe,2003,28.3,25.6,32.0,,736.532165527,643.278015137,892.522155762
LVA,EUR,Europe,2004,28.2,25.4,31.8,,729.163513184,635.993347168,886.395263672
