country_code,region_code,region,year,ncd_probability_30_70,ncd_probability_low,ncd_probability_high,data_quality_note,ncd_mortality_rate,ncd_mortality_rate_low,ncd_mortality_rate_high
AFG,EMR,Eastern Mediterranean,2000,43.2,25.6,60.0,,1120.545410156,554.132507324,1894.57434082
AFG,EMR,Eastern Mediterranean,2001,43.5,25.8,60.3,,1130.776611328,557.95324707,1911.569702148
AFG,EMR,Eastern Mediterranean,2002,43.1,25.7,60.2,,1118.808349609,560.137207031,1915.976318359
AFG,EMR,Eastern Mediterranean,2003,42.5,25.6,60.1,,1109.857421875,563.336730957,1929.617431641
AFG,EMR,Eastern Mediterranean,2004,42.3,25.6,60.0,,1105.817871094,564.12902832,1926.891967773
AFG,EMR,Eastern Mediterranean,2005,41.9,25.3,59.5,,1094.465576172,563.266479492,1918.420410156
AFG,EMR,Eastern Mediterranean,2006,41.1,24.7,58.6,,1075.893188477,558.201721191,1894.996582031
AFG,EMR,Eastern Mediterranean,2007,40.5,24.3,57.8,,1059.642944336,540.95123291,1832.260620117
AFG,EMR,Eastern Mediterranean,2008,39.6,23.8,56.9,,1035.265136719,525.00604248,1770.869628906
AFG,EMR,Eastern Mediterranean,2009,38.3,22.9,55.2,,1001.1171875,513.067504883,1724.098266602
AFG,EMR,Eastern Mediterranean,2010,37.6,22.4,54.4,,982.292236328,503.736968994,1691.909545898
AFG,EMR,Eastern Mediterranean,2011,37.2,22.0,53.9,,973.366699219,502.351837158,1691.053833008
AFG,EMR,Eastern Mediterranean,2012,36.5,21.6,52.9,,956.131225586,499.1015625,1674.115112305
AFG,EMR,Eastern Mediterranean,2013,36.0,21.2,52.3,,944.337219238,493.344451904,1654.181152344
AFG,EMR,Eastern Mediterranean,2014,35.4,20.8,51.5,,928.481140137,487.689849854,1628.27331543
AFG,EMR,Eastern Mediterranean,2015,35.0,20.7,51.0,,917.511535645,483.776184082,1603.228027344
AFG,EMR,Eastern Mediterranean,2016,34.9,20.6,50.9,,916.821899414,481.268951416,1591.662597656
AFG,EMR,Eastern Mediterranean,2017,35.0,20.7,51.0,,919.190185547,482.581634521,1592.891479492
AFG,EMR,Eastern Mediterranean,2018,34.6,20.4,50.5,,911.75213623,479.597167969,1578.717651367
AFG,EMR,Eastern Mediterranean,2019,34.4,20.2,50.3,,910.943054199,479.935943604,1578.547607422
AFG,EMR,Eastern Mediterranean,2020,34.8,20.5,50.7,"For this geography and year, some non-communicable disease deaths may be included in a separate category called ""other pandemic-related mortality"" due to lack of vital registration data. Estimates of this indicator for 2020 and 2021 may be underestimated, and need to be interpreted with caution.",919.329040527,487.181884766,1603.100585938
AFG,EMR,Eastern Mediterranean,2021,32.7,19.2,48.3,"For this geography and year, some non-communicable disease deaths may be included in a separate category called ""other pandemic-related mortality"" due to lack of vital registration data. Estimates of this indicator for 2020 and 2021 may be underestimated, and need to be interpreted with caution.",846.898071289,451.97857666,1493.755004883
AGO,AFR,Africa,2000,30.5,18.2,43.1,,812.830200195,415.398468018,1306.979125977
AGO,AFR,Africa,2001,29.7,17.8,42.2,,785.01348877,402.947875977,1256.978515625
AGO,AFR,Africa,2002,29.4,17.7,41.8,,779.049194336,400.724243164,1245.295166016
AGO,AFR,Africa,2003,29.3,17.7,41.6,,787.620910645,404.392456055,1261.432373047
AGO,AFR,Africa,2004,29.0,17.6,41.3,,781.112854004,402.573699951,1247.419555664
AGO,AFR,Africa,2005,27.8,16.8,39.6,,748.423339844,386.501495361,1193.840576172
AGO,AFR,Africa,2006,27.9,16.9,39.6,,754.630126953,391.110961914,1201.658081055
AGO,AFR,Africa,2007,26.6,16.1,37.9,,722.276306152,375.58001709,1150.73815918
AGO,AFR,Africa,2008,26.0,15.7,37.0,,705.95904541,368.179229736,1121.969116211
AGO,AFR,Africa,2009,25.6,15.3,36.2,,692.649841309,362.343719482,1100.134155273
AGO,AFR,Africa,2010,24.8,14.7,35.1,,673.356140137,352.673400879,1071.025268555
AGO,AFR,Africa,2011,24.7,14.7,35.0,,672.086181641,353.018585205,1068.310180664
AGO,AFR,Africa,2012,24.3,14.3,34.3,,660.002929688,347.316711426,1050.155883789
AGO,AFR,Africa,2013,24.2,14.3,34.3,,660.352478027,347.979797363,1051.982177734
AGO,AFR,Africa,2014,23.1,13.5,32.8,,629.012145996,331.598449707,1005.031921387
AGO,AFR,Africa,2015,23.2,13.6,33.0,,637.366394043,336.890838623,1020.596984863
AGO,AFR,Africa,2016,23.0,13.5,32.9,,631.823059082,334.355407715,1014.201843262
AGO,AFR,Africa,2017,22.9,13.4,32.8,,627.960510254,331.669158936,1011.280578613
AGO,AFR,Africa,2018,24.0,14.1,34.4,,658.450317383,347.213470459,1063.99621582
AGO,AFR,Africa,2019,24.6,14.5,35.3,,676.283874512,356.272613525,1095.397216797
AGO,AFR,Africa,2020,25.3,14.9,36.0,"For this geography and year, some non-communicable disease deaths may be included in a separate category called ""other pandemic-related mortality"" due to lack of vital registration data. Estimates of this indicator for 2020 and 2021 may be underestimated, and need to be interpreted with caution.",693.530090332,364.759155273,1121.932495117
AGO,AFR,Africa,2021,24.7,14.4,35.3,"For this geography and year, some non-communicable disease deaths may be included in a separate category called ""other pandemic-related mortality"" due to lack of vital registration data. Estimates of this indicator for 2020 and 2021 may be underestimated, and need to be interpreted with caution.",678.578613281,353.398468018,1097.077392578
ALB,EUR,Europe,2000,18.0,14.0,23.8,,639.61541748,519.265441895,978.768798828
ALB,EUR,Europe,2001,15.0,11.5,20.1,,469.765686035,373.157440186,715.301269531
ALB,EUR,Europe,2002,15.8,12.1,21.1,,516.265075684,412.447723389,787.662414551
ALB,EUR,Europe,2003,16.6,12.7,22.1,,572.803039551,461.111785889,873.231628418
ALB,EUR,Europe,2004,16.1,12.2,21.4,,549.340759277,437.184265137,830.354431152
ALB,EUR,Europe,2005,19.4,14.8,25.9,,587.406005859,456.381164551,876.244445801
ALB,EUR,Europe,2006,20.5,15.6,27.4,,582.858886719,447.192901611,861.297790527
ALB,EUR,Europe,2007,20.4,15.4,27.4,,569.880493164,431.644622803,849.060913086
ALB,EUR,Europe,2008,20.0,14.9,27.0,,549.592590332,414.131164551,821.585998535
ALB,EUR,Europe,2009,19.5,14.3,26.5,,527.154907227,391.971160889,794.442932129
ALB,EUR,Europe,2010,18.9,13.7,26.1,,499.185333252,366.402252197,760.531188965
ALB,EUR,Europe,2011,18.7,13.5,26.2,,482.236053467,348.98840332,740.124450684
ALB,EUR,Europe,2012,14.0,10.0,20.2,,501.073455811,367.287872314,778.841796875
ALB,EUR,Europe,2013,13.5,9.7,19.7,,481.022338867,350.753814697,748.943725586
ALB,EUR,Europe,2014,13.2,9.5,19.4,,479.410217285,349.876708984,746.273254395
ALB,EUR,Europe,2015,13.3,9.6,19.5,,510.094970703,373.628845215,790.278503418
ALB,EUR,Europe,2016,12.5,9.0,18.1,,527.899475098,388.156066895,811.670166016
ALB,EUR,Europe,2017,12.0,8.7,17.4,,552.737121582,406.365478516,843.92590332
ALB,EUR,Europe,2018,11.6,8.4,16.8,,579.153137207,423.275421143,881.780517578
ALB,EUR,Europe,2019,11.3,8.1,16.5,,606.845397949,439.535919189,924.507019043
ALB,EUR,Europe,2020,10.4,7.3,15.6,"For this geography and year, some non-communicable disease deaths may be included in a separate category called ""other pandemic-related mortality"" due to lack of vital registration data. Estimates of this indicator for 2020 and 2021 may be underestimated, and need to be interpreted with caution.",632.621337891,445.646759033,956.869567871
ALB,EUR,Europe,2021,10.0,6.9,15.1,"For this geography and year, some non-communicable disease deaths may be included in a separate category called ""other pandemic-related mortality"" due to lack of vital registration data. Estimates of this indicator for 2020 and 2021 may be underestimated, and need to be interpreted with caution.",415.686431885,286.243560791,632.758789063
ARE,EMR,Eastern Mediterranean,2000,11.6,7.7,16.8,,407.325836182,254.561630249,627.432861328
ARE,EMR,Eastern Mediterranean,2001,11.2,7.4,16.1,,395.488464355,248.554214478,605.961181641
ARE,EMR,Eastern Mediterranean,2002,11.5,7.6,16.5,,395.437683105,247.149597168,609.269287109
ARE,EMR,Eastern Mediterranean,2003,10.7,7.0,15.4,,379.539215088,236.475784302,585.786315918
ARE,EMR,Eastern Mediterranean,2004,10.4,6.8,15.0,,371.324798584,233.17930603,569.232543945
ARE,EMR,Eastern Mediterranean,2005,9.8,6.4,14.1,,353.179779053,223.259979248,539.203369141
ARE,EMR,Eastern Mediterranean,2006,9.3,6.1,13.4,,327.592681885,208.673171997,497.667175293
ARE,EMR,Eastern Mediterranean,2007,8.5,5.6,12.2,,306.387298584,196.810089111,462.663604736
ARE,EMR,Eastern Mediterranean,2008,7.7,5.1,11.1,,296.751434326,190.396362305,448.747589111
ARE,EMR,Eastern Mediterranean,2009,7.6,5.0,10.9,,306.531066895,196.190917969,464.310516357
ARE,EMR,Eastern Mediterranean,2010,8.0,5.3,11.4,,331.668182373,211.473419189,503.804992676
ARE,EMR,Eastern Mediterranean,2011,8.3,5.5,11.8,,347.04586792,221.07762146,526.505249023
ARE,EMR,Eastern Mediterranean,2012,8.3,5.5,11.9,,352.52947998,224.442321777,534.670471191
ARE,EMR,Eastern Mediterranean,2013,8.3,5.5,11.9,,345.738952637,220.815811157,522.107727051
ARE,EMR,Eastern Mediterranean,2014,8.4,5.6,12.1,,344.342834473,220.848815918,516.022583008
ARE,EMR,Eastern Mediterranean,2015,8.4,5.5,12.1,,344.33493042,221.234848022,514.795043945
ARE,EMR,Eastern Mediterranean,2016,8.4,5.5,12.3,,345.427398682,221.462432861,516.474975586
ARE,EMR,Eastern Mediterranean,2017,8.6,5.6,12.6,,344.215332031,218.990280151,516.813110352
ARE,EMR,Eastern Mediterranean,2018,8.7,5.6,12.8,,337.043029785,211.859466553,510.298614502
ARE,EMR,Eastern Mediterranean,2019,8.7,5.5,13.0,,328.664886475,202.764801025,503.149353027
ARE,EMR,Eastern Mediterranean,2020,9.6,6.1,14.3,"For this geography and year, some non-communicable disease deaths may be included in a separate category called ""other pandemic-related mortality"" due to lack of vital registration data. Estimates of this indicator for 2020 and 2021 may be underestimated, and need to be interpreted with caution.",335.114379883,201.614822388,520.43157959
ARE,EMR,Eastern Mediterranean,2021,11.6,7.5,17.0,"For this geography and year, some non-communicable disease deaths may be included in a separate category called ""other pandemic-related mortality"" due to lack of vital registration data. Estimates of this indicator for 2020 and 2021 may be underestimated, and need to be interpreted with caution.",431.999847412,261.371948242,668.093261719
ARG,AMR,Americas,2000,20.0,17.3,22.9,,528.13873291,428.575164795,657.454589844
ARG,AMR,Americas,2001,19.7,17.1,22.6,,527.401550293,426.561859131,655.982543945
ARG,AMR,Americas,2002,19.8,17.2,22.7,,524.669372559,423.942352295,651.475463867
ARG,AMR,Americas,2003,19.5,16.8,22.3,,528.519592285,426.69619751,656.62487793
ARG,AMR,Americas,2004,18.8,16.2,21.5,,502.993560791,405.403045654,626.096435547
ARG,AMR,Americas,2005,18.3,15.7,20.9,,488.511810303,393.443023682,609.138305664
ARG,AMR,Americas,2006,17.8,15.2,20.3,,473.588775635,381.220825195,591.36315918
ARG,AMR,Americas,2007,18.2,15.6,20.8,,495.248535156,399.388885498,620.336914063
ARG,AMR,Americas,2008,17.4,14.9,19.9,,465.827026367,374.940704346,584.565246582
ARG,AMR,Americas,2009,17.3,14.8,19.7,,457.18270874,367.695068359,573.596435547
ARG,AMR,Americas,2010,17.3,14.8,19.7,,468.382110596,376.918304443,588.557739258
ARG,AMR,Americas,2011,17.1,14.6,19.4,,458.663787842,368.841033936,576.523254395
ARG,AMR,Americas,2012,16.9,14.4,19.2,,451.231323242,362.880279541,568.155212402
ARG,AMR,Americas,2013,16.6,14.1,18.9,,443.149597168,356.759246826,560.671813965
ARG,AMR,Americas,2014,16.0,13.5,18.2,,431.945648193,347.281951904,547.412658691
ARG,AMR,Americas,2015,16.2,13.7,18.5,,436.33291626,350.417480469,552.578796387
ARG,AMR,Americas,2016,16.5,13.9,18.8,,447.941436768,359.31463623,567.275146484
ARG,AMR,Americas,2017,15.9,13.3,18.2,,426.314483643,340.341125488,540.705200195
ARG,AMR,Americas,2018,15.7,13.2,18.1,,417.454345703,331.33505249,529.508850098
ARG,AMR,Americas,2019,15.6,13.0,18.0,,415.504150391,327.504364014,529.081726074
ARG,AMR,Americas,2020,14.7,12.2,17.0,,385.487823486,301.96295166,493.386535645
ARG,AMR,Americas,2021,13.4,11.1,15.6,,397.000549316,308.13079834,515.591796875
ARM,EUR,Europe,2000,27.5,24.7,29.3,,735.411132813,653.704589844,870.963134766
ARM,EUR,Europe,2001,27.3,24.6,29.0,,723.648925781,641.619812012,852.331298828
ARM,EUR,Europe,2002,27.3,24.6,29.0,,767.368408203,678.271057129,900.369262695
ARM,EUR,Europe,2003,27.1,24.6,28.8,,768.248657227,677.080505371,895.9453125
ARM,EUR,Europe,2004,26.8,24.2,28.4,,733.439697266,641.373413086,852.047851563
ARM,EUR,Europe,2005,26.5,23.9,28.1,,732.444213867,633.62286377,851.85345459
ARM,EUR,Europe,2006,26.5,23.8,28.1,,719.793884277,619.253967285,835.232727051
ARM,EUR,Europe,2007,25.6,23.0,27.3,,702.834228516,601.436157227,815.861633301
ARM,EUR,Europe,2008,26.2,23.4,27.9,,704.938781738,601.713562012,818.391723633
ARM,EUR,Europe,2009,25.7,22.9,27.3,,700.569213867,596.555725098,813.677246094
ARM,EUR,Europe,2010,24.8,21.9,26.2,,689.658874512,585.749694824,800.767089844
ARM,EUR,Europe,2011,23.7,20.9,25.0,,672.700195313,570.531066895,779.409118652
ARM,EUR,Europe,2012,23.7,20.9,24.9,,653.91583252,553.068969727,754.169494629
ARM,EUR,Europe,2013,22.7,20.1,24.0,,633.206542969,533.46685791,729.78527832
ARM,EUR,Europe,2014,22.3,19.9,23.7,,639.637573242,537.691711426,736.19543457
ARM,EUR,Europe,2015,22.2,19.8,23.7,,628.041748047,525.778747559,723.716003418
ARM,EUR,Europe,2016,21.6,19.4,23.2,,626.032958984,521.977355957,722.380981445
ARM,EUR,Europe,2017,21.3,19.1,22.9,,596.589111328,495.985168457,689.860717773
ARM,EUR,Europe,2018,20.1,18.0,21.6,,550.129089355,456.543060303,636.281616211
ARM,EUR,Europe,2019,20.2,17.9,21.7,,556.741027832,459.48324585,643.672851563
ARM,EUR,Europe,2020,21.3,18.4,23.2,,616.969299316,502.985839844,730.177368164
ARM,EUR,Europe,2021,20.6,17.2,23.0,,593.336364746,479.006134033,729.12322998
ATG,AMR,Americas,2000,19.0,16.0,22.2,,552.133483887,437.630493164,672.590148926
ATG,AMR,Americas,2001,18.2,15.3,21.4,,531.665466309,419.579803467,644.462463379
ATG,AMR,Americas,2002,19.0,16.0,22.4,,528.103271484,415.717010498,639.128112793
ATG,AMR,Americas,2003,18.5,15.6,21.9,,539.6328125,423.351135254,655.816040039
ATG,AMR,Americas,2004,18.2,15.4,21.5,,525.056884766,413.616363525,635.344665527
ATG,AMR,Americas,2005,17.3,14.6,20.5,,519.118591309,408.940948486,631.343017578
ATG,AMR,Americas,2006,17.4,14.8,20.7,,509.577423096,402.60269165,619.900268555
ATG,AMR,Americas,2007,19.8,16.8,23.3,,538.539489746,427.657836914,654.632446289
ATG,AMR,Americas,2008,19.3,16.4,22.8,,528.656860352,419.50302124,646.158447266
ATG,AMR,Americas,2009,17.8,15.0,21.2,,501.151245117,396.480041504,614.120422363
ATG,AMR,Americas,2010,17.0,14.2,20.2,,499.748535156,392.793334961,615.212402344
ATG,AMR,Americas,2011,16.3,13.5,19.4,,509.152404785,399.885528564,628.534240723
ATG,AMR,Americas,2012,16.6,13.8,19.8,,511.594512939,401.627685547,632.343322754
ATG,AMR,Americas,2013,17.1,14.2,20.3,,512.100280762,402.957336426,633.464599609
ATG,AMR,Americas,2014,17.9,14.9,21.2,,513.579223633,404.589996338,637.717407227
ATG,AMR,Americas,2015,18.2,15.1,21.5,,523.299926758,412.329406738,654.662902832
ATG,AMR,Americas,2016,18.1,15.0,21.4,,528.070068359,416.918487549,664.08416748
ATG,AMR,Americas,2017,17.7,14.6,21.1,,538.352111816,425.685546875,679.67199707
ATG,AMR,Americas,2018,17.9,14.7,21.4,,539.471130371,425.536621094,683.515258789
ATG,AMR,Americas,2019,18.5,15.1,22.2,,546.473693848,429.931152344,697.279724121
ATG,AMR,Americas,2020,15.0,12.1,18.3,,437.901153564,340.499023438,568.350158691
ATG,AMR,Americas,2021,12.1,9.9,14.5,,389.697296143,307.470489502,500.310119629
AUS,WPR,Western Pacific,2000,13.0,11.3,14.7,,385.908081055,312.84487915,471.539794922
AUS,WPR,Western Pacific,2001,12.6,11.0,14.3,,371.934234619,300.626831055,455.230499268
AUS,WPR,Western Pacific,2002,12.3,10.7,13.9,,370.62512207,298.743896484,454.434936523
AUS,WPR,Western Pacific,2003,11.8,10.2,13.4,,356.175598145,286.121582031,437.995422363
AUS,WPR,Western Pacific,2004,11.5,10.0,13.1,,350.070709229,280.037750244,431.239135742
AUS,WPR,Western Pacific,2005,11.4,9.8,12.9,,348.734924316,277.404541016,431.238830566
AUS,WPR,Western Pacific,2006,10.9,9.4,12.4,,341.827545166,271.005950928,423.523284912
AUS,WPR,Western Pacific,2007,10.7,9.2,12.2,,332.244018555,263.544891357,411.786468506
AUS,WPR,Western Pacific,2008,10.5,9.0,12.0,,336.795166016,266.857635498,418.662139893
AUS,WPR,Western Pacific,2009,10.1,8.7,11.5,,320.663848877,253.701812744,399.700134277
AUS,WPR,Western Pacific,2010,9.9,8.5,11.3,,314.668884277,247.892333984,394.029083252
AUS,WPR,Western Pacific,2011,9.8,8.4,11.2,,314.58770752,247.476547241,394.997497559
AUS,WPR,Western Pacific,2012,9.4,8.0,10.7,,303.239013672,237.404281616,382.80770874
AUS,WPR,Western Pacific,2013,9.4,8.0,10.8,,297.732666016,232.215652466,377.285400391
AUS,WPR,Western Pacific,2014,9.3,7.9,10.7,,299.55065918,232.693435669,381.275360107
AUS,WPR,Western Pacific,2015,9.3,7.9,10.8,,301.135162354,232.459594727,385.253204346
AUS,WPR,Western Pacific,2016,9.0,7.5,10.4,,292.111083984,224.397232056,374.716278076
AUS,WPR,Western Pacific,2017,8.7,7.3,10.1,,287.114471436,219.28968811,370.111663818
AUS,WPR,Western Pacific,2018,8.7,7.2,10.2,,279.710021973,212.496536255,362.101257324
AUS,WPR,Western Pacific,2019,9.0,7.4,10.5,,288.038513184,217.876663208,374.360137939
AUS,WPR,Western Pacific,2020,8.3,6.8,9.7,,268.753387451,200.477905273,351.248016357
AUS,WPR,Western Pacific,2021,8.3,6.8,9.8,,275.796661377,204.827041626,360.186462402
AUT,EUR,Europe,2000,15.3,13.4,17.4,,453.126617432,366.756866455,554.597412109
AUT,EUR,Europe,2001,14.7,12.8,16.7,,435.791717529,351.119567871,535.22467041
AUT,EUR,Europe,2002,13.9,12.1,15.9,,435.818328857,349.92868042,537.303894043
AUT,EUR,Europe,2003,13.7,11.8,15.6,,438.131103516,350.609008789,542.085571289
AUT,EUR,Europe,2004,13.2,11.4,15.1,,417.13873291,332.387054443,517.663085938
AUT,EUR,Europe,2005,12.8,11.1,14.7,,406.637115479,323.185272217,506.021453857
AUT,EUR,Europe,2006,12.5,10.8,14.4,,391.940795898,311.108825684,487.909057617
AUT,EUR,Europe,2007,12.3,10.6,14.1,,383.16506958,304.048950195,477.078704834
AUT,EUR,Europe,2008,12.1,10.5,13.9,,375.766906738,297.838806152,468.964813232
AUT,EUR,Europe,2009,12.4,10.7,14.2,,381.384002686,302.509307861,476.133880615
AUT,EUR,Europe,2010,12.4,10.7,14.3,,371.256988525,293.383575439,464.736541748
AUT,EUR,Europe,2011,12.2,10.6,14.1,,359.612976074,284.06817627,450.613647461
AUT,EUR,Europe,2012,12.0,10.3,13.8,,363.886291504,286.718200684,456.831726074
AUT,EUR,Europe,2013,11.8,10.2,13.6,,358.814239502,282.353881836,450.922973633
AUT,EUR,Europe,2014,11.7,10.1,13.5,,346.581115723,272.302947998,436.171112061
AUT,EUR,Europe,2015,11.6,9.9,13.4,,354.99697876,277.856842041,448.315979004
AUT,EUR,Europe,2016,11.2,9.6,13.0,,340.832885742,266.200317383,431.169158936
AUT,EUR,Europe,2017,10.8,9.2,12.5,,340.259460449,264.37097168,432.338104248
AUT,EUR,Europe,2018,10.9,9.3,12.7,,337.538665771,261.87890625,430.111541748
AUT,EUR,Europe,2019,10.3,8.8,12.1,,328.505950928,253.002304077,421.108154297
AUT,EUR,Europe,2020,10.1,8.5,11.8,,329.269683838,251.732437134,421.673248291
AUT,EUR,Europe,2021,9.9,8.3,11.7,,325.564147949,244.563766479,416.419647217
AZE,EUR,Europe,2000,34.5,28.6,40.5,,908.968200684,721.506713867,1201.535400391
AZE,EUR,Europe,2001,32.7,27.0,38.5,,843.651428223,664.13885498,1111.803588867
AZE,EUR,Europe,2002,32.2,26.4,37.9,,857.525085449,677.009643555,1133.163085938
AZE,EUR,Europe,2003,32.9,26.9,38.7,,883.806396484,694.223449707,1163.434570313
AZE,EUR,Europe,2004,31.9,25.9,37.7,,859.31262207,674.527526855,1135.729858398
AZE,EUR,Europe,2005,32.7,26.5,38.5,,875.835571289,686.432922363,1153.985717773
AZE,EUR,Europe,2006,32.6,26.3,38.3,,951.596069336,748.061096191,1260.703369141
AZE,EUR,Europe,2007,29.0,23.1,34.5,,794.340393066,619.842285156,1052.934936523
AZE,EUR,Europe,2008,30.4,24.1,36.2,,886.844238281,687.464416504,1179.963500977
AZE,EUR,Europe,2009,28.7,22.6,34.6,,844.50402832,645.752624512,1124.817382813
AZE,EUR,Europe,2010,27.5,21.7,33.9,,822.992126465,619.711425781,1094.401855469
AZE,EUR,Europe,2011,26.2,20.7,32.9,,795.558837891,591.293334961,1058.970092773
AZE,EUR,Europe,2012,25.2,19.7,31.8,,753.723632813,553.911499023,1001.965454102
AZE,EUR,Europe,2013,23.6,18.2,29.7,,706.105957031,510.97164917,929.686218262
AZE,EUR,Europe,2014,22.7,17.3,28.6,,673.754943848,483.249603271,885.301879883
AZE,EUR,Europe,2015,21.3,16.1,26.9,,617.124633789,440.705200195,809.493835449
AZE,EUR,Europe,2016,21.1,15.8,26.5,,608.524353027,432.197143555,795.190856934
AZE,EUR,Europe,2017,20.9,15.7,26.3,,573.313781738,405.559356689,747.459838867
AZE,EUR,Europe,2018,19.9,15.0,25.3,,556.108215332,391.409179688,726.204284668
AZE,EUR,Europe,2019,19.3,14.5,24.8,,519.875976563,365.188049316,687.071655273
AZE,EUR,Europe,2020,21.6,16.0,28.0,"For this geography and year, some non-communicable disease deaths may be included in a separate category called ""other pandemic-related mortality"" due to lack of vital registration data. Estimates of this indicator for 2020 and 2021 may be underestimated, and need to be interpreted with caution.",563.270202637,389.758453369,751.214050293
AZE,EUR,Europe,2021,17.4,12.5,23.0,"For this geography and year, some non-communicable disease deaths may be included in a separate category called ""other pandemic-related mortality"" due to lack of vital registration data. Estimates of this indicator for 2020 and 2021 may be underestimated, and need to be interpreted with caution.",452.695526123,306.355102539,607.28717041
BDI,AFR,Africa,2000,34.1,20.1,49.2,,879.424987793,442.918945313,1476.637695313
BDI,AFR,Africa,2001,32.7,19.3,47.4,,847.806396484,427.419891357,1428.165527344
BDI,AFR,Africa,2002,31.4,18.5,45.8,,819.50769043,414.556610107,1382.055908203
BDI,AFR,Africa,2003,30.4,17.9,44.4,,796.200195313,404.287902832,1343.699951172
BDI,AFR,Africa,2004,29.7,17.6,43.4,,783.614685059,399.185699463,1325.697875977
BDI,AFR,Africa,2005,28.4,16.8,41.7,,752.129089355,384.288269043,1273.38293457
BDI,AFR,Africa,2006,27.3,16.2,40.3,,729.083312988,373.443756104,1238.137695313
BDI,AFR,Africa,2007,26.1,15.5,38.6,,697.084472656,357.484191895,1189.76940918
BDI,AFR,Africa,2008,25.3,15.1,37.5,,675.745727539,347.827392578,1155.564453125
BDI,AFR,Africa,2009,25.1,15.1,37.4,,677.55456543,349.880950928,1161.27722168
BDI,AFR,Africa,2010,25.0,15.0,37.1,,676.853759766,350.187988281,1159.248168945
BDI,AFR,Africa,2011,24.7,14.9,36.6,,668.694824219,346.662841797,1144.182495117
BDI,AFR,Africa,2012,24.6,14.9,36.4,,664.482727051,345.571716309,1135.684570313
BDI,AFR,Africa,2013,24.5,14.8,36.3,,662.643798828,344.962036133,1132.572875977
BDI,AFR,Africa,2014,24.5,14.7,36.3,,658.325439453,342.595855713,1126.507446289
BDI,AFR,Africa,2015,24.1,14.4,35.8,,648.507080078,337.57409668,1112.338745117
BDI,AFR,Africa,2016,24.1,14.4,35.8,,648.717346191,337.628967285,1111.905029297
BDI,AFR,Africa,2017,24.1,14.3,35.8,,647.826416016,336.852386475,1111.750244141
BDI,AFR,Africa,2018,23.9,14.2,35.6,,644.709350586,334.998138428,1110.033203125
BDI,AFR,Africa,2019,23.9,14.1,35.6,,643.52532959,333.302154541,1111.264770508
BDI,AFR,Africa,2020,24.1,14.1,35.9,"For this geography and year, some non-communicable disease deaths may be included in a separate category called ""other pandemic-related mortality"" due to lack of vital registration data. Estimates of this indicator for 2020 and 2021 may be underestimated, and need to be interpreted with caution.",647.992492676,333.956878662,1118.095336914
BDI,AFR,Africa,2021,24.8,14.5,36.8,"For this geography and year, some non-communicable disease deaths may be included in a separate category called ""other pandemic-related mortality"" due to lack of vital registration data. Estimates of this indicator for 2020 and 2021 may be underestimated, and need to be interpreted with caution.",670.23626709,341.364440918,1150.671264648
BEL,EUR,Europe,2000,15.4,13.4,17.6,,443.911407471,355.070831299,553.733642578
BEL,EUR,Europe,2001,15.1,13.1,17.2,,432.668182373,345.40145874,540.405944824
BEL,EUR,Europe,2002,15.0,13.1,17.1,,436.348754883,348.179626465,545.877319336
BEL,EUR,Europe,2003,14.5,12.6,16.6,,434.595214844,346.032592773,545.260803223
BEL,EUR,Europe,2004,13.7,11.9,15.6,,407.280700684,323.227783203,511.919189453
BEL,EUR,Europe,2005,13.7,11.9,15.7,,404.585968018,320.247344971,509.894866943
BEL,EUR,Europe,2006,13.4,11.6,15.3,,389.180114746,307.150360107,491.456573486
BEL,EUR,Europe,2007,13.1,11.4,15.0,,378.190002441,298.455200195,477.688049316
BEL,EUR,Europe,2008,13.2,11.5,15.1,,378.167419434,297.767272949,478.2081604
BEL,EUR,Europe,2009,12.9,11.1,14.7,,368.298950195,289.43069458,465.997375488
BEL,EUR,Europe,2010,13.0,11.2,14.8,,369.125213623,288.331268311,468.212677002
BEL,EUR,Europe,2011,12.6,10.9,14.5,,357.522735596,278.585510254,453.818237305
BEL,EUR,Europe,2012,12.2,10.5,14.0,,362.207794189,281.520294189,461.141906738
BEL,EUR,Europe,2013,11.9,10.2,13.7,,352.692993164,273.848968506,449.952056885
BEL,EUR,Europe,2014,11.5,9.8,13.3,,333.215881348,257.578033447,426.833007813
BEL,EUR,Europe,2015,11.5,9.8,13.3,,340.896759033,262.673553467,438.283966064
BEL,EUR,Europe,2016,11.1,9.4,12.9,,329.991729736,253.432235718,425.517547607
BEL,EUR,Europe,2017,10.6,9.0,12.4,,324.714630127,248.411407471,420.957092285
BEL,EUR,Europe,2018,10.4,8.7,12.1,,317.643981934,241.950622559,413.79776001
BEL,EUR,Europe,2019,10.0,8.4,11.8,,307.360656738,232.240753174,403.031158447
BEL,EUR,Europe,2020,9.1,7.6,10.9,,287.967346191,215.795288086,380.806732178
BEL,EUR,Europe,2021,9.2,7.7,11.0,,283.809173584,211.904403687,375.735809326
BEN,AFR,Africa,2000,23.2,14.5,34.0,,646.516418457,361.395874023,1064.815795898
BEN,AFR,Africa,2001,23.0,14.3,33.7,,638.310852051,357.14163208,1052.90637207
BEN,AFR,Africa,2002,22.8,14.1,33.5,,638.806335449,356.975891113,1056.235351563
BEN,AFR,Africa,2003,22.4,13.8,32.8,,631.141784668,352.314300537,1042.716796875
